Sample ID (Sample number),Sample ID (Acess number from laboratory),Sample ID (Reference sample in the collect),Date/Time (of collecting),Project,Sample method,"Latitude (Grain size, sieving)","Longitude (Grain size, sieving)","Depth water [m] (Grain size, sieving/pipette)","Gravel [%] (Grain size, sieving/pipette, ...)","Sdst [%] (Grain size, sieving/pipette, ...)","Mudstone [%] (Grain size, sieving/pipette, ...)","Grain size mean [phi] (Grain size, sieving/pipette, ...)","Std dev [±] (Of sample value, Grain size, ...)","Skew (Grain size, sieving/pipette, ...)","Kurt (Grain size, sieving/pipette, ...)"
498,723,723,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1576,-7.3914,-5,35.54,64.27,0.18,-0.27,1.68,-0.25,2.01
499,724,724,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1554,-7.3903,-5.4,2.88,96.91,0.2,0.55,0.89,-0.01,3.95
500,725,725,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1535,-7.3889,-4.6,0.01,99.8,0.19,1.46,0.49,0.26,7.55
501,726,726,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1513,-7.3879,-6.4,0.08,86.99,12.93,3.43,1.15,3.28,21.37
502,727,727,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1493,-7.3865,-7.3,0.12,88.19,11.69,3.43,1.15,3.21,21.55
503,728,728,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1646,-7.3927,-4.4,0.01,99.62,0.37,1.77,0.61,0.25,4.14
504,729,729,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1625,-7.3914,-4.7,1.56,97.19,1.25,1.45,1.14,-0.07,2.91
505,730,730,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1605,-7.3904,-5,0.24,99.41,0.35,1.61,0.77,-0.33,4.39
506,731,731,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1584,-7.389,-4.4,0.2,99.54,0.26,1.57,0.54,0.03,8.36
507,732,732,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1563,-7.3878,-5.4,0.49,99.14,0.38,1.17,0.75,-0.01,5.26
508,734,734,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1543,-7.3866,-4.8,0.01,99.62,0.37,1.89,0.61,0.19,3.63
509,735,735,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1522,-7.3855,-5.6,0,94.22,5.78,3.04,1.04,3.4,24.76
510,736,736,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1502,-7.3841,-6.7,0.03,88,11.97,3.5,1.26,3.55,19.93
511,737,737,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1655,-7.3903,-3.5,0.54,99.11,0.36,1.84,0.71,-1.17,9.62
512,738,738,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1634,-7.3891,-3.6,2.76,96.86,0.38,1.33,0.91,-1.66,9.5
513,739,739,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1613,-7.3879,-4.5,15.26,83.79,0.95,0.9,1.79,-1.09,3.5
514,740,740,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1593,-7.3867,-4.9,7.59,91.08,1.33,0.71,1.48,1.4,12.42
515,741,741,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1573,-7.3854,-4.8,0.04,99.49,0.48,1.74,0.72,-0.02,4.06
516,742,742,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1551,-7.3842,-4.7,0.03,99.61,0.36,1.5,0.62,0.35,5.16
517,743,743,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1532,-7.3832,-5.5,0.19,78.97,20.84,3.79,1.93,2.24,8.34
518,744,744,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1511,-7.3819,-6.3,0.02,86.18,13.8,3.49,1.27,3.24,18.73
519,745,745,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1671,-7.3998,-6.7,4.9,94.58,0.52,1.27,1.17,-1.49,6.83
520,746,746,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1649,-7.3985,-6,8.95,90.53,0.51,0.84,1.3,-0.85,4.22
521,747,747,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1679,-7.3975,-4.1,0.06,99.69,0.25,1.65,0.47,0.84,8.75
522,748,748,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1659,-7.3962,-4.1,0.38,99.3,0.31,1.62,0.59,-0.55,10.57
