/* DATA DESCRIPTION:
Citation:	SIRIA Project Members (2010): Sediment characterization of Guadiana inlet and adjacent Portuguese and Spanish continental shelf to stablish the reference situation at the Algarve Coastal Region influenced by Alqueva dam within the frame of the SIRIA project. PANGAEA, https://doi.org/10.1594/PANGAEA.883074, 
	In supplement to: Costas, Susana; Ramires, Margarida; de Sousa, Luisa B; Mendes, Isabel Maria de Paiva Pinto; Ferreira, Óscar (2018): Surficial sediment texture database for the south-western Iberian Atlantic margin. Earth System Science Data, 10(2), 1185-1195, https://doi.org/10.5194/essd-10-1185-2018
Related to:	Gonzalez, R; Dias, Joao Alveirinho; Lobo, Francisco J; Mendes, Isabel Maria de Paiva Pinto (2004): Sedimentological and paleoenvironmental characterisation of transgressive sediments on the Guadiana Shelf (Northern Gulf of Cadiz, SW Iberia). Quaternary International, 120(1), 133-144, https://doi.org/10.1016/j.quaint.2004.01.012
	Mendes, Isabel Maria de Paiva Pinto (2010): Benthic foraminifera as palaeo-environmental indicators in the Northern Gulf of Cadiz. Faculty of Science and Technology, University of Algarve
Original version:	Original data of surficial sediment texture from the Iberian Atlantic Margin Sediments Database (IBAM-Sed) (URI: https://store.pangaea.de/Publications/Coasta-etal_2017/PLOSscripts.zip)
Further details:	Costas, Susana; Ramires, Margarida; de Sousa, Luisa B; Mendes, Isabel Maria de Paiva Pinto; Ferreira, Óscar (2018): Shape files of surficial sediment texture from the Iberian Atlantic Margin Sediments Database (IBAM-Sed). PANGAEA, https://doi.org/10.1594/PANGAEA.890946
Coverage:	MEDIAN LATITUDE: 36.971847 * MEDIAN LONGITUDE: -7.132587 * SOUTH-BOUND LATITUDE: 36.502510 * WEST-BOUND LONGITUDE: -7.586892 * NORTH-BOUND LATITUDE: 37.191945 * EAST-BOUND LONGITUDE: -6.470706
	DATE/TIME START: 1999-01-13T00:00:00 * DATE/TIME END: 2001-11-14T00:00:00
	MINIMUM DEPTH, water: -422.00 m * MAXIMUM DEPTH, water: -3.00 m
Event(s):	IBAM-Sed_SIRIA * LATITUDE: 37.937800 * LONGITUDE: -7.003200 * DATE/TIME START: 1999-01-13T00:00:00 * DATE/TIME END: 2001-11-14T00:00:00 * METHOD/DEVICE: Dredge (DRG)
Comment:	SIRIA (2001). Reference Situation in the Algarve Coastal Region Influenced by Alqueva Dam
Parameter(s):	Sample ID (Sample ID) * PI: SIRIA Project Members * COMMENT: Sample number
	Sample ID (Sample ID) * PI: SIRIA Project Members * COMMENT: Acess number from laboratory
	Sample ID (Sample ID) * PI: SIRIA Project Members * COMMENT: Reference sample in the collect
	DATE/TIME (Date/Time) * GEOCODE * PI: SIRIA Project Members * COMMENT: of collecting
	Project (Project) * PI: SIRIA Project Members
	Sample method (Sample method) * PI: SIRIA Project Members
	LATITUDE (Latitude) * GEOCODE * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving
	LONGITUDE (Longitude) * GEOCODE * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving
	DEPTH, water [m] (Depth water) * GEOCODE * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette
	Gravel [%] (Gravel) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method
	Sandstone [%] (Sdst) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method
	Mudstone [%] (Mudstone) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method
	Grain size, mean [phi] (Grain size mean) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method
	Standard deviation [±] (Std dev) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method * COMMENT: Of sample value
	Skewness (Skew) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method
	Kurtosis (Kurt) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	6264 data points
*/
Sample ID (Sample number)	Sample ID (Acess number from laboratory)	Sample ID (Reference sample in the collect)	Date/Time (of collecting)	Project	Sample method	Latitude (Grain size, sieving)	Longitude (Grain size, sieving)	Depth water [m] (Grain size, sieving/pipette)	Gravel [%] (Grain size, sieving/pipette, ...)	Sdst [%] (Grain size, sieving/pipette, ...)	Mudstone [%] (Grain size, sieving/pipette, ...)	Grain size mean [phi] (Grain size, sieving/pipette, ...)	Std dev [±] (Of sample value, Grain size, ...)	Skew (Grain size, sieving/pipette, ...)	Kurt (Grain size, sieving/pipette, ...)
373	778	778	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7605	-7.0014	-176.00	0.00	16.15	83.85	7.420	2.690	-0.160	1.780
374	779	779	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7775	-6.9903	-127.00	0.13	45.64	54.24	5.760	2.900	0.580	1.990
375	780	780	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7975	-6.9793	-116.00	9.25	43.55	47.21	4.690	3.950	-0.050	2.320
376	781	781	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8340	-6.9990	-110.00	0.52	42.49	56.98	5.650	2.970	0.470	2.140
377	782	782	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8219	-7.0084	-115.00	0.24	54.72	45.05	5.210	2.840	0.810	2.480
378	783	783	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7981	-7.0211	-130.00	1.36	17.02	81.62	7.160	3.030	-0.560	3.030
379	784	784	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7738	-7.0307	-197.00	0.43	15.05	84.52	7.280	2.830	-0.420	2.430
380	785	785	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7997	-7.0455	-156.00	0.00	0.00	100.00	8.070	2.060	0.010	1.870
381	786	786	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8148	-7.0386	-128.00	0.00	0.00	100.00	8.550	1.960	-0.260	2.050
382	787	787	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8393	-7.0260	-113.00	0.00	0.00	100.00	8.410	1.960	-0.170	2.030
383	788	788	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8572	-7.0159	-107.00	0.00	4.17	95.83	8.270	2.270	-0.530	2.610
384	789	789	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8769	-7.0084	-101.00	0.00	20.29	79.71	7.030	2.760	0.040	1.670
385	790	790	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9028	-6.9935	-88.00	0.00	57.02	42.98	5.160	2.710	1.050	2.750
386	791	791	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9382	-6.9753	-68.00	12.24	36.97	50.79	4.780	4.310	-0.330	2.400
387	792	792	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9720	-7.0296	-63.00	0.36	54.80	44.85	5.150	2.960	0.750	2.400
388	793	793	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9336	-7.0425	-86.00	0.11	39.71	60.18	6.080	2.960	0.390	1.780
389	794	794	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8937	-7.0591	-68.00	10.65	21.99	67.36	5.730	4.470	-0.830	2.940
390	795	795	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8777	-7.0641	-108.00	0.00	0.00	100.00	8.450	2.010	-0.230	1.990
391	796	796	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8655	-7.0679	-114.00	0.00	0.00	100.00	8.320	2.070	-0.180	1.920
392	797	797	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8459	-7.0741	-128.00	0.00	0.00	100.00	8.550	1.980	-0.280	2.030
393	798	798	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8350	-7.0790	-136.00	0.00	0.00	100.00	8.480	2.010	-0.240	1.980
394	799	799	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8087	-7.1209	-270.00	0.00	0.00	100.00	8.290	2.090	-0.180	1.910
395	800	800	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8239	-7.0604	-134.00	5.86	30.18	63.96	5.870	3.790	-0.510	2.830
396	801	801	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8345	-7.0550	-125.00	0.00	50.73	49.27	5.460	2.780	0.860	2.350
397	802	802	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8528	-7.0498	-114.00	0.18	50.47	49.34	5.470	3.060	0.580	2.330
398	803	803	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8669	-7.0444	-109.00	0.00	37.00	63.00	5.950	2.880	0.550	1.910
399	804	804	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8947	-7.0912	-103.00	1.07	41.77	57.16	5.870	3.150	0.270	2.040
400	805	805	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8694	-7.1005	-119.00	0.21	36.01	63.78	6.290	3.010	0.210	1.810
401	806	806	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8431	-7.1077	-152.00	0.00	7.97	92.03	7.970	2.480	-0.500	2.450
402	807	807	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8298	-7.1430	-241.00	0.00	0.00	100.00	8.180	2.150	-0.140	1.820
403	808	808	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8552	-7.1356	-156.00	0.00	0.00	100.00	8.430	2.030	-0.210	1.940
404	809	809	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8796	-7.1289	-119.00	0.00	0.00	100.00	8.500	1.990	-0.240	2.010
405	810	810	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8944	-7.1237	-109.00	1.59	5.30	93.11	7.870	2.750	-1.100	4.650
406	811	811	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9147	-7.1140	-99.00	0.72	21.39	77.88	7.020	2.930	-0.270	2.270
407	812	812	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9428	-7.1067	-90.00	0.07	38.11	61.82	6.230	3.040	0.240	1.760
408	813	813	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9756	-7.0993	-70.00	2.99	44.02	52.99	5.470	3.350	0.050	2.640
409	814	814	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.0103	-7.0894	-52.00	0.00	35.28	64.72	5.970	2.890	0.520	1.890
410	815	815	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.0657	-7.1514	-40.00	0.00	23.74	76.26	6.590	2.850	0.210	1.750
411	816	816	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.0339	-7.1557	-49.00	0.41	46.40	53.19	5.650	3.170	0.380	1.910
412	817	817	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.0023	-7.1581	-63.00	0.96	26.47	72.56	6.650	3.070	-0.140	2.150
413	818	818	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9713	-7.1602	-83.00	0.00	12.30	87.70	7.640	2.650	-0.360	2.120
414	819	819	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9409	-7.1683	-98.00	0.00	2.84	97.16	8.000	2.310	-0.210	1.890
415	820	820	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9114	-7.1770	-110.00	0.00	0.00	100.00	8.480	2.190	-0.300	1.770
416	821	821	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8935	-7.1796	-122.00	0.00	0.00	100.00	8.280	2.100	-0.150	1.850
417	822	822	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8761	-7.1841	-150.00	0.00	0.00	100.00	8.510	1.970	-0.190	1.910
418	823	823	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8534	-7.1889	-233.00	0.00	0.00	100.00	8.410	2.060	-0.240	1.920
419	824	824	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8485	-7.1646	-218.00	0.05	25.37	74.58	6.770	2.930	0.000	1.770
420	825	825	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8747	-7.1582	-137.00	1.37	42.91	55.72	5.770	3.080	0.280	2.310
421	826	826	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8939	-7.1530	-117.00	0.21	40.64	59.15	5.980	3.100	0.320	1.790
422	827	827	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9131	-7.1458	-105.00	0.06	20.52	79.42	6.820	2.840	0.070	1.750
423	828	828	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9920	-7.2193	-80.00	0.00	25.43	74.57	6.670	2.930	0.110	1.680
424	829	829	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.0175	-7.2209	-64.00	0.27	25.68	74.06	6.600	2.970	0.040	1.860
425	830	830	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9705	-7.2245	-91.00	2.25	41.16	56.59	5.780	3.300	0.040	2.390
426	831	831	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9432	-7.2023	-101.00	0.82	24.72	74.46	6.860	3.080	-0.250	2.090
427	832	832	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9272	-7.2054	-107.00	21.72	15.37	62.91	4.640	5.400	-0.640	2.080
428	833	833	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9129	-7.2136	-114.00	0.00	0.00	100.00	8.320	2.100	-0.200	1.890
429	834	834	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8905	-7.2201	-137.00	0.00	0.00	100.00	8.250	2.110	-0.140	1.830
430	835	835	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8710	-7.2227	-193.00	0.00	0.00	100.00	8.390	2.050	-0.200	1.910
431	836	836	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8590	-7.2313	-266.00	0.00	0.00	100.00	8.280	2.100	-0.150	1.830
432	837	837	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8527	-7.2609	-331.00	0.00	0.00	100.00	8.370	2.060	-0.200	1.890
433	838	838	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8734	-7.2523	-238.00	0.00	25.11	74.89	6.770	2.970	-0.060	1.810
434	839	839	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8957	-7.2458	-140.00	10.87	31.30	57.83	5.160	4.410	-0.670	2.930
435	840	840	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9153	-7.2419	-118.00	0.41	55.17	44.42	5.210	3.010	0.710	2.300
436	841	841	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9248	-7.2390	-111.00	0.17	46.35	53.47	5.270	2.830	0.790	2.480
437	842	842	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9520	-7.2320	-99.00	0.00	49.20	50.80	5.150	2.710	1.000	2.790
438	843	843	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9456	-7.2752	-103.00	0.00	41.96	58.04	5.630	3.030	0.510	1.930
439	844	844	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9257	-7.2787	-116.00	10.91	50.98	38.11	3.670	3.690	-0.200	2.330
440	845	845	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9119	-7.2829	-128.00	0.39	41.92	57.69	5.820	3.160	0.280	1.880
441	846	846	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8944	-7.2864	-167.00	0.71	31.75	67.53	6.300	3.260	-0.080	1.910
442	847	847	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8780	-7.2940	-274.00	9.76	24.13	66.11	5.600	4.260	-0.680	2.810
443	848	848	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9012	-7.3142	-167.00	5.60	22.52	71.88	6.360	3.820	-0.770	3.160
444	849	849	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9165	-7.3105	-131.00	0.08	12.68	87.24	7.650	2.690	-0.440	2.250
445	850	850	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9316	-7.3038	-117.00	0.08	13.26	86.66	7.530	2.710	-0.370	2.190
446	851	851	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9458	-7.3045	-108.00	3.06	27.20	69.74	6.250	3.440	-0.520	2.750
447	852	852	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9692	-7.2959	-98.00	1.10	33.81	65.09	6.240	3.260	-0.040	1.950
448	853	853	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9927	-7.2923	-87.00	0.43	50.67	48.90	5.330	3.150	0.520	2.060
449	854	854	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.0061	-7.2879	-74.00	9.45	54.48	36.07	4.010	3.820	0.060	2.840
450	855	855	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9698	-7.3315	-100.00	0.14	37.99	61.88	5.700	2.870	0.520	2.120
451	856	856	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9523	-7.3350	-109.00	0.51	57.34	42.15	4.950	3.070	0.730	2.350
452	857	857	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9373	-7.3352	-119.00	0.06	50.76	49.17	5.420	2.950	0.660	2.120
453	858	858	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9238	-7.3389	-133.00	0.68	47.26	52.06	5.390	3.210	0.380	2.050
454	859	859	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9125	-7.3416	-152.00	2.65	39.98	57.37	5.540	3.490	-0.060	2.390
455	860	860	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.8898	-7.3455	-290.00	0.08	12.08	87.84	7.580	2.670	-0.380	2.280
456	861	861	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9000	-7.3712	-283.00	1.28	52.28	46.45	5.200	3.280	0.380	2.300
457	862	862	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9144	-7.3641	-170.00	0.10	49.61	50.28	5.490	3.170	0.510	1.850
458	863	863	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9266	-7.3609	-138.00	0.00	40.19	59.81	5.730	2.970	0.530	1.930
459	864	864	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9191	-7.3895	-199.00	1.07	33.36	65.57	6.130	3.490	-0.120	1.850
460	865	865	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.9314	-7.3844	-140.00	4.31	49.82	45.87	4.880	3.500	0.200	2.430
461	866	866	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.0268	-7.3870	-82.00	0.00	0.00	100.00	8.250	2.090	-0.150	1.880
462	867	867	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.0503	-7.3865	-63.00	0.00	0.00	100.00	8.050	2.130	-0.060	1.850
463	868	868	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.0625	-7.3862	-50.00	0.29	2.37	97.35	7.900	2.480	-0.710	3.770
464	869	869	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.0750	-7.3878	-40.00	4.49	8.69	86.82	6.880	3.410	-0.910	3.470
465	870	870	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.0969	-7.3870	-25.00	41.14	54.59	4.27	-0.590	2.080	2.930	15.030
466	871	871	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.1009	-7.3862	-21.00	23.94	74.07	1.99	-0.390	1.820	1.600	13.110
467	872	872	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.1118	-7.3862	-18.00	28.88	63.82	7.30	0.000	2.730	1.740	7.870
468	873	873	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.1234	-7.3868	-15.00	12.20	86.13	1.66	0.240	1.610	1.100	12.800
469	874	874	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.1307	-7.3866	-14.00	1.72	90.18	8.11	1.570	1.800	2.680	13.190
470	875	875	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	37.1433	-7.3851	-9.00	0.57	81.37	18.05	3.640	1.610	2.170	12.400
471	696	696	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1611	-7.4019	-3.00	1.68	98.28	0.04	1.290	0.790	-2.380	14.840
472	697	697	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1590	-7.4008	-3.80	0.81	99.09	0.09	0.930	0.660	-0.450	6.730
473	698	698	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1569	-7.3996	-4.20	0.39	99.41	0.20	1.170	0.630	-0.590	8.470
474	699	699	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1550	-7.3983	-5.10	0.24	99.75	0.01	1.500	0.630	-0.610	6.560
475	700	700	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1528	-7.3971	-6.40	0.00	99.27	0.73	2.350	0.600	-0.260	4.890
476	701	701	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1509	-7.3960	-8.10	0.00	90.36	9.64	3.410	1.350	3.560	18.580
477	702	702	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1488	-7.3946	-9.40	0.45	78.06	21.49	3.780	1.630	2.300	11.720
478	703	703	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1468	-7.3935	-9.00	0.30	84.06	15.64	2.990	1.770	1.930	9.540
479	704	704	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1620	-7.3998	-4.70	16.66	83.33	0.01	0.350	1.440	-0.920	3.250
480	705	705	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1599	-7.3985	-5.00	26.15	73.80	0.05	-0.230	1.440	-0.610	2.610
481	706	706	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1579	-7.3973	-5.10	19.00	80.92	0.08	0.230	1.400	-0.910	3.230
482	707	707	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1558	-7.3960	-5.20	5.32	94.63	0.05	0.370	0.880	-0.320	3.740
483	708	708	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1537	-7.3948	-5.10	0.12	99.85	0.03	1.170	0.640	-0.050	3.700
484	709	709	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1517	-7.3935	-5.40	0.01	99.11	0.87	2.500	0.450	0.280	8.980
485	710	710	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1497	-7.3925	-8.20	0.04	87.51	12.44	3.490	1.240	3.540	20.530
486	711	711	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1476	-7.3912	-8.40	2.23	77.16	20.61	3.520	1.900	0.720	10.190
487	712	712	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1628	-7.3973	-6.00	11.99	87.78	0.23	0.410	1.280	-0.660	3.820
488	713	713	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1607	-7.3962	-5.80	0.34	99.48	0.18	1.440	0.590	-0.580	8.280
489	714	714	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1587	-7.3949	-5.40	3.73	96.10	0.17	1.090	0.970	-1.210	5.650
490	715	715	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1567	-7.3938	-5.60	2.14	97.59	0.28	1.030	0.970	-0.350	3.990
491	716	716	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1546	-7.3926	-5.20	4.36	95.58	0.06	0.550	0.860	-0.540	4.190
492	717	717	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1526	-7.3914	-5.20	0.00	99.61	0.39	2.300	0.490	-0.410	4.920
493	718	718	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1505	-7.3901	-7.20	0.00	92.74	7.26	3.310	1.130	3.910	24.960
494	719	719	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1485	-7.3888	-8.10	0.07	82.90	17.03	3.580	1.380	3.000	16.170
495	720	720	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1638	-7.3950	-4.00	0.95	98.78	0.28	1.460	0.660	-1.500	13.050
496	721	721	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1616	-7.3938	-4.40	0.31	99.48	0.22	1.500	0.530	-0.740	13.430
497	722	722	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1597	-7.3926	-4.60	0.48	99.29	0.23	1.370	0.680	-0.460	6.030
498	723	723	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1576	-7.3914	-5.00	35.54	64.27	0.18	-0.270	1.680	-0.250	2.010
499	724	724	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1554	-7.3903	-5.40	2.88	96.91	0.20	0.550	0.890	-0.010	3.950
500	725	725	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1535	-7.3889	-4.60	0.01	99.80	0.19	1.460	0.490	0.260	7.550
501	726	726	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1513	-7.3879	-6.40	0.08	86.99	12.93	3.430	1.150	3.280	21.370
502	727	727	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1493	-7.3865	-7.30	0.12	88.19	11.69	3.430	1.150	3.210	21.550
503	728	728	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1646	-7.3927	-4.40	0.01	99.62	0.37	1.770	0.610	0.250	4.140
504	729	729	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1625	-7.3914	-4.70	1.56	97.19	1.25	1.450	1.140	-0.070	2.910
505	730	730	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1605	-7.3904	-5.00	0.24	99.41	0.35	1.610	0.770	-0.330	4.390
506	731	731	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1584	-7.3890	-4.40	0.20	99.54	0.26	1.570	0.540	0.030	8.360
507	732	732	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1563	-7.3878	-5.40	0.49	99.14	0.38	1.170	0.750	-0.010	5.260
508	734	734	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1543	-7.3866	-4.80	0.01	99.62	0.37	1.890	0.610	0.190	3.630
509	735	735	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1522	-7.3855	-5.60	0.00	94.22	5.78	3.040	1.040	3.400	24.760
510	736	736	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1502	-7.3841	-6.70	0.03	88.00	11.97	3.500	1.260	3.550	19.930
511	737	737	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1655	-7.3903	-3.50	0.54	99.11	0.36	1.840	0.710	-1.170	9.620
512	738	738	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1634	-7.3891	-3.60	2.76	96.86	0.38	1.330	0.910	-1.660	9.500
513	739	739	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1613	-7.3879	-4.50	15.26	83.79	0.95	0.900	1.790	-1.090	3.500
514	740	740	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1593	-7.3867	-4.90	7.59	91.08	1.33	0.710	1.480	1.400	12.420
515	741	741	2001-06-22	SIRIA	SMT-Dredge SmitMacIntyre	37.1573	-7.3854	-4.80	0.04	99.49	0.48	1.740	0.720	-0.020	4.060
